Latitude,Longitude,Garbage Percentage,Threshold,Timestamp
30.517,76.661,0.0,5.0,2025-03-31 08:12:38
30.519,76.66,0.0,4.0,2025-03-31 08:12:38
30.515,76.659,0.0,50.0,2025-03-31 08:12:38
30.517,76.661,0.0,5.0,2025-03-31 08:12:39
30.519,76.66,0.0,4.0,2025-03-31 08:12:39
30.515,76.659,0.0,50.0,2025-03-31 08:12:39
30.517,76.661,0.0,5.0,2025-03-31 08:12:48
30.519,76.66,0.0,4.0,2025-03-31 08:12:48
30.515,76.659,0.0,50.0,2025-03-31 08:12:48
30.517,76.661,0.0,5.0,2025-03-31 08:12:49
30.519,76.66,0.0,4.0,2025-03-31 08:12:49
30.515,76.659,0.0,50.0,2025-03-31 08:12:49
30.517,76.661,0.0,5.0,2025-03-31 08:12:58
30.519,76.66,0.0,4.0,2025-03-31 08:12:58
30.515,76.659,0.0,50.0,2025-03-31 08:12:58
30.517,76.661,0.0,5.0,2025-03-31 08:12:59
30.519,76.66,0.0,4.0,2025-03-31 08:12:59
30.515,76.659,0.0,50.0,2025-03-31 08:12:59
30.517,76.661,0.0,5.0,2025-03-31 08:13:08
30.519,76.66,0.0,4.0,2025-03-31 08:13:08
30.515,76.659,0.0,50.0,2025-03-31 08:13:08
30.517,76.661,0.0,5.0,2025-03-31 08:13:09
30.519,76.66,0.0,4.0,2025-03-31 08:13:09
30.515,76.659,0.0,50.0,2025-03-31 08:13:09
30.517,76.661,0.0,5.0,2025-03-31 08:13:18
30.519,76.66,0.0,4.0,2025-03-31 08:13:18
30.515,76.659,0.0,50.0,2025-03-31 08:13:18
30.517,76.661,0.0,5.0,2025-03-31 08:13:19
30.519,76.66,0.0,4.0,2025-03-31 08:13:19
30.515,76.659,0.0,50.0,2025-03-31 08:13:19
30.517,76.661,0.0,5.0,2025-03-31 08:13:28
30.519,76.66,0.0,4.0,2025-03-31 08:13:28
30.515,76.659,0.0,50.0,2025-03-31 08:13:28
30.517,76.661,0.0,5.0,2025-03-31 08:13:29
30.519,76.66,0.0,4.0,2025-03-31 08:13:29
30.515,76.659,0.0,50.0,2025-03-31 08:13:29
30.517,76.661,0.0,5.0,2025-03-31 08:13:39
30.519,76.66,0.0,4.0,2025-03-31 08:13:39
30.515,76.659,0.0,50.0,2025-03-31 08:13:39
30.517,76.661,0.0,5.0,2025-03-31 08:13:39
30.519,76.66,0.0,4.0,2025-03-31 08:13:39
30.515,76.659,0.0,50.0,2025-03-31 08:13:39
30.517,76.661,0.0,5.0,2025-03-31 08:13:49
30.519,76.66,0.0,4.0,2025-03-31 08:13:49
30.515,76.659,0.0,50.0,2025-03-31 08:13:49
30.517,76.661,0.0,5.0,2025-03-31 08:13:49
30.519,76.66,0.0,4.0,2025-03-31 08:13:49
30.515,76.659,0.0,50.0,2025-03-31 08:13:49
30.517,76.661,0.0,5.0,2025-03-31 08:13:59
30.519,76.66,0.0,4.0,2025-03-31 08:13:59
30.515,76.659,0.0,50.0,2025-03-31 08:13:59
30.517,76.661,0.0,5.0,2025-03-31 08:13:59
30.519,76.66,0.0,4.0,2025-03-31 08:13:59
30.515,76.659,0.0,50.0,2025-03-31 08:13:59
30.517,76.661,0.0,5.0,2025-03-31 08:14:09
30.519,76.66,0.0,4.0,2025-03-31 08:14:09
30.515,76.659,0.0,50.0,2025-03-31 08:14:09
30.517,76.661,0.0,5.0,2025-03-31 08:14:09
30.519,76.66,0.0,4.0,2025-03-31 08:14:09
30.515,76.659,0.0,50.0,2025-03-31 08:14:09
30.517,76.661,0.0,5.0,2025-03-31 08:14:19
30.519,76.66,0.0,4.0,2025-03-31 08:14:19
30.515,76.659,0.0,50.0,2025-03-31 08:14:19
30.517,76.661,0.0,5.0,2025-03-31 08:14:20
30.519,76.66,0.0,4.0,2025-03-31 08:14:20
30.515,76.659,0.0,50.0,2025-03-31 08:14:20
30.517,76.661,0.0,5.0,2025-03-31 08:14:29
30.519,76.66,0.0,4.0,2025-03-31 08:14:29
30.515,76.659,0.0,50.0,2025-03-31 08:14:29
30.517,76.661,0.0,5.0,2025-03-31 08:14:30
30.519,76.66,0.0,4.0,2025-03-31 08:14:30
30.515,76.659,0.0,50.0,2025-03-31 08:14:30
30.517,76.661,0.0,5.0,2025-03-31 08:14:39
30.519,76.66,0.0,4.0,2025-03-31 08:14:39
30.515,76.659,0.0,50.0,2025-03-31 08:14:39
30.517,76.661,0.0,5.0,2025-03-31 08:14:40
30.519,76.66,0.0,4.0,2025-03-31 08:14:40
30.515,76.659,0.0,50.0,2025-03-31 08:14:40
30.517,76.661,0.0,5.0,2025-03-31 08:14:49
30.519,76.66,0.0,4.0,2025-03-31 08:14:49
30.515,76.659,0.0,50.0,2025-03-31 08:14:49
30.517,76.661,0.0,5.0,2025-03-31 08:14:50
30.519,76.66,0.0,4.0,2025-03-31 08:14:50
30.515,76.659,0.0,50.0,2025-03-31 08:14:50
30.517,76.661,0.0,5.0,2025-03-31 08:14:59
30.519,76.66,0.0,4.0,2025-03-31 08:14:59
30.515,76.659,0.0,50.0,2025-03-31 08:14:59
30.517,76.661,0.0,5.0,2025-03-31 08:15:00
30.519,76.66,0.0,4.0,2025-03-31 08:15:00
30.515,76.659,0.0,50.0,2025-03-31 08:15:00
30.517,76.661,0.0,5.0,2025-03-31 08:15:09
30.519,76.66,0.0,4.0,2025-03-31 08:15:09
30.515,76.659,0.0,50.0,2025-03-31 08:15:09
30.517,76.661,0.0,5.0,2025-03-31 08:15:10
30.519,76.66,0.0,4.0,2025-03-31 08:15:10
30.515,76.659,0.0,50.0,2025-03-31 08:15:10
30.517,76.661,0.0,5.0,2025-03-31 08:15:19
30.519,76.66,0.0,4.0,2025-03-31 08:15:19
30.515,76.659,0.0,50.0,2025-03-31 08:15:19
30.517,76.661,0.0,5.0,2025-03-31 08:15:20
30.519,76.66,0.0,4.0,2025-03-31 08:15:20
30.515,76.659,0.0,50.0,2025-03-31 08:15:20
30.517,76.661,0.0,5.0,2025-03-31 08:15:29
30.519,76.66,0.0,4.0,2025-03-31 08:15:29
30.515,76.659,0.0,50.0,2025-03-31 08:15:29
30.517,76.661,0.0,5.0,2025-03-31 08:15:30
30.519,76.66,0.0,4.0,2025-03-31 08:15:30
30.515,76.659,0.0,50.0,2025-03-31 08:15:30
30.517,76.661,0.0,5.0,2025-03-31 08:15:39
30.519,76.66,0.0,4.0,2025-03-31 08:15:39
30.515,76.659,0.0,50.0,2025-03-31 08:15:39
30.517,76.661,0.0,5.0,2025-03-31 08:15:40
30.519,76.66,0.0,4.0,2025-03-31 08:15:40
30.515,76.659,0.0,50.0,2025-03-31 08:15:40
30.517,76.661,0.0,5.0,2025-03-31 08:15:49
30.519,76.66,0.0,4.0,2025-03-31 08:15:49
30.515,76.659,0.0,50.0,2025-03-31 08:15:49
30.517,76.661,0.0,5.0,2025-03-31 08:15:50
30.519,76.66,0.0,4.0,2025-03-31 08:15:50
30.515,76.659,0.0,50.0,2025-03-31 08:15:50
30.517,76.661,0.0,5.0,2025-03-31 08:15:59
30.519,76.66,0.0,4.0,2025-03-31 08:15:59
30.515,76.659,0.0,50.0,2025-03-31 08:15:59
30.517,76.661,0.0,5.0,2025-03-31 08:16:00
30.519,76.66,0.0,4.0,2025-03-31 08:16:00
30.515,76.659,0.0,50.0,2025-03-31 08:16:00
30.517,76.661,0.0,5.0,2025-03-31 08:16:09
30.519,76.66,0.0,4.0,2025-03-31 08:16:10
30.515,76.659,0.0,50.0,2025-03-31 08:16:10
30.517,76.661,0.0,5.0,2025-03-31 08:16:10
30.519,76.66,0.0,4.0,2025-03-31 08:16:10
30.515,76.659,0.0,50.0,2025-03-31 08:16:10
30.517,76.661,0.0,5.0,2025-03-31 08:16:20
30.519,76.66,0.0,4.0,2025-03-31 08:16:20
30.515,76.659,0.0,50.0,2025-03-31 08:16:20
30.517,76.661,0.0,5.0,2025-03-31 08:16:20
30.519,76.66,0.0,4.0,2025-03-31 08:16:20
30.515,76.659,0.0,50.0,2025-03-31 08:16:20
30.517,76.661,0.0,5.0,2025-03-31 08:16:30
30.519,76.66,0.0,4.0,2025-03-31 08:16:30
30.515,76.659,0.0,50.0,2025-03-31 08:16:30
30.517,76.661,0.0,5.0,2025-03-31 08:16:31
30.519,76.66,0.0,4.0,2025-03-31 08:16:31
30.515,76.659,0.0,50.0,2025-03-31 08:16:31
30.517,76.661,0.0,5.0,2025-03-31 08:16:40
30.519,76.66,0.0,4.0,2025-03-31 08:16:40
30.515,76.659,0.0,50.0,2025-03-31 08:16:40
30.517,76.661,0.0,5.0,2025-03-31 08:16:41
30.519,76.66,0.0,4.0,2025-03-31 08:16:41
30.515,76.659,0.0,50.0,2025-03-31 08:16:41
30.517,76.661,0.0,5.0,2025-03-31 08:16:50
30.519,76.66,0.0,4.0,2025-03-31 08:16:50
30.515,76.659,0.0,50.0,2025-03-31 08:16:50
30.517,76.661,0.0,5.0,2025-03-31 08:16:51
30.519,76.66,0.0,4.0,2025-03-31 08:16:51
30.515,76.659,0.0,50.0,2025-03-31 08:16:51
30.517,76.661,0.0,5.0,2025-03-31 08:17:00
30.519,76.66,0.0,4.0,2025-03-31 08:17:00
30.515,76.659,0.0,50.0,2025-03-31 08:17:00
30.517,76.661,0.0,5.0,2025-03-31 08:17:01
30.519,76.66,0.0,4.0,2025-03-31 08:17:01
30.515,76.659,0.0,50.0,2025-03-31 08:17:01
30.517,76.661,0.0,5.0,2025-03-31 08:17:10
30.519,76.66,0.0,4.0,2025-03-31 08:17:10
30.515,76.659,0.0,50.0,2025-03-31 08:17:10
30.517,76.661,0.0,5.0,2025-03-31 08:17:11
30.519,76.66,0.0,4.0,2025-03-31 08:17:11
30.515,76.659,0.0,50.0,2025-03-31 08:17:11
30.517,76.661,0.0,5.0,2025-03-31 08:17:20
30.519,76.66,0.0,4.0,2025-03-31 08:17:20
30.515,76.659,0.0,50.0,2025-03-31 08:17:20
30.517,76.661,0.0,5.0,2025-03-31 08:17:21
30.519,76.66,0.0,4.0,2025-03-31 08:17:21
30.515,76.659,0.0,50.0,2025-03-31 08:17:21
30.517,76.661,0.0,5.0,2025-03-31 08:17:30
30.519,76.66,0.0,4.0,2025-03-31 08:17:30
30.515,76.659,0.0,50.0,2025-03-31 08:17:30
30.517,76.661,0.0,5.0,2025-03-31 08:17:31
30.519,76.66,0.0,4.0,2025-03-31 08:17:31
30.515,76.659,0.0,50.0,2025-03-31 08:17:31
30.517,76.661,0.0,5.0,2025-03-31 08:17:40
30.519,76.66,0.0,4.0,2025-03-31 08:17:40
30.515,76.659,0.0,50.0,2025-03-31 08:17:40
30.517,76.661,0.0,5.0,2025-03-31 08:17:41
30.519,76.66,0.0,4.0,2025-03-31 08:17:41
30.515,76.659,0.0,50.0,2025-03-31 08:17:41
30.517,76.661,0.0,5.0,2025-03-31 08:17:50
30.519,76.66,0.0,4.0,2025-03-31 08:17:50
30.515,76.659,0.0,50.0,2025-03-31 08:17:50
30.517,76.661,0.0,5.0,2025-03-31 08:17:51
30.519,76.66,0.0,4.0,2025-03-31 08:17:51
30.515,76.659,0.0,50.0,2025-03-31 08:17:51
30.517,76.661,0.0,5.0,2025-03-31 08:18:00
30.519,76.66,0.0,4.0,2025-03-31 08:18:00
30.515,76.659,0.0,50.0,2025-03-31 08:18:00
30.517,76.661,0.0,5.0,2025-03-31 08:18:01
30.519,76.66,0.0,4.0,2025-03-31 08:18:01
30.515,76.659,0.0,50.0,2025-03-31 08:18:01
30.517,76.661,0.0,5.0,2025-03-31 08:18:10
30.519,76.66,0.0,4.0,2025-03-31 08:18:11
30.515,76.659,0.0,50.0,2025-03-31 08:18:11
30.517,76.661,0.0,5.0,2025-03-31 08:18:11
30.519,76.66,0.0,4.0,2025-03-31 08:18:11
30.515,76.659,0.0,50.0,2025-03-31 08:18:11
30.517,76.661,0.0,5.0,2025-03-31 08:18:21
30.519,76.66,0.0,4.0,2025-03-31 08:18:21
30.515,76.659,0.0,50.0,2025-03-31 08:18:21
30.517,76.661,0.0,5.0,2025-03-31 08:18:21
30.519,76.66,0.0,4.0,2025-03-31 08:18:21
30.515,76.659,0.0,50.0,2025-03-31 08:18:21
30.517,76.661,0.0,5.0,2025-03-31 08:18:31
30.519,76.66,0.0,4.0,2025-03-31 08:18:31
30.515,76.659,0.0,50.0,2025-03-31 08:18:31
30.517,76.661,0.0,5.0,2025-03-31 08:18:32
30.519,76.66,0.0,4.0,2025-03-31 08:18:32
30.515,76.659,0.0,50.0,2025-03-31 08:18:32
30.517,76.661,0.0,5.0,2025-03-31 08:18:41
30.519,76.66,0.0,4.0,2025-03-31 08:18:41
30.515,76.659,0.0,50.0,2025-03-31 08:18:41
30.517,76.661,0.0,5.0,2025-03-31 08:18:42
30.519,76.66,0.0,4.0,2025-03-31 08:18:42
30.515,76.659,0.0,50.0,2025-03-31 08:18:42
30.517,76.661,0.0,5.0,2025-03-31 08:18:51
30.519,76.66,0.0,4.0,2025-03-31 08:18:51
30.515,76.659,0.0,50.0,2025-03-31 08:18:51
30.517,76.661,0.0,5.0,2025-03-31 08:18:52
30.519,76.66,0.0,4.0,2025-03-31 08:18:52
30.515,76.659,0.0,50.0,2025-03-31 08:18:52
30.517,76.661,0.0,5.0,2025-03-31 08:19:01
30.519,76.66,0.0,4.0,2025-03-31 08:19:01
30.515,76.659,0.0,50.0,2025-03-31 08:19:01
30.517,76.661,0.0,5.0,2025-03-31 08:19:02
30.519,76.66,0.0,4.0,2025-03-31 08:19:02
30.515,76.659,0.0,50.0,2025-03-31 08:19:02
30.517,76.661,0.0,5.0,2025-03-31 08:19:11
30.519,76.66,0.0,4.0,2025-03-31 08:19:11
30.515,76.659,0.0,50.0,2025-03-31 08:19:11
30.517,76.661,0.0,5.0,2025-03-31 08:19:12
30.519,76.66,0.0,4.0,2025-03-31 08:19:12
30.515,76.659,0.0,50.0,2025-03-31 08:19:12
30.517,76.661,0.0,5.0,2025-03-31 08:19:21
30.519,76.66,0.0,4.0,2025-03-31 08:19:21
30.515,76.659,0.0,50.0,2025-03-31 08:19:21
30.517,76.661,0.0,5.0,2025-03-31 08:19:22
30.519,76.66,0.0,4.0,2025-03-31 08:19:22
30.515,76.659,0.0,50.0,2025-03-31 08:19:22
30.517,76.661,0.0,5.0,2025-03-31 08:19:31
30.519,76.66,0.0,4.0,2025-03-31 08:19:31
30.515,76.659,0.0,50.0,2025-03-31 08:19:31
30.517,76.661,0.0,5.0,2025-03-31 08:19:32
30.519,76.66,0.0,4.0,2025-03-31 08:19:32
30.515,76.659,0.0,50.0,2025-03-31 08:19:32
30.517,76.661,0.0,5.0,2025-03-31 08:19:41
30.519,76.66,0.0,4.0,2025-03-31 08:19:41
30.515,76.659,0.0,50.0,2025-03-31 08:19:41
30.517,76.661,0.0,5.0,2025-03-31 08:19:42
30.519,76.66,0.0,4.0,2025-03-31 08:19:42
30.515,76.659,0.0,50.0,2025-03-31 08:19:42
30.517,76.661,0.0,5.0,2025-03-31 08:19:51
30.519,76.66,0.0,4.0,2025-03-31 08:19:51
30.515,76.659,0.0,50.0,2025-03-31 08:19:51
30.517,76.661,0.0,5.0,2025-03-31 08:19:52
30.519,76.66,0.0,4.0,2025-03-31 08:19:52
30.515,76.659,0.0,50.0,2025-03-31 08:19:52
30.517,76.661,0.0,5.0,2025-03-31 08:20:01
30.519,76.66,0.0,4.0,2025-03-31 08:20:01
30.515,76.659,0.0,50.0,2025-03-31 08:20:01
30.517,76.661,0.0,5.0,2025-03-31 08:20:02
30.519,76.66,0.0,4.0,2025-03-31 08:20:02
30.515,76.659,0.0,50.0,2025-03-31 08:20:02
30.517,76.661,0.0,5.0,2025-03-31 08:20:11
30.519,76.66,0.0,4.0,2025-03-31 08:20:11
30.515,76.659,0.0,50.0,2025-03-31 08:20:11
30.517,76.661,0.0,5.0,2025-03-31 08:20:12
30.519,76.66,0.0,4.0,2025-03-31 08:20:12
30.515,76.659,0.0,50.0,2025-03-31 08:20:12
30.517,76.661,0.0,5.0,2025-03-31 08:20:22
30.519,76.66,0.0,4.0,2025-03-31 08:20:22
30.515,76.659,0.0,50.0,2025-03-31 08:20:22
30.517,76.661,0.0,5.0,2025-03-31 08:20:22
30.519,76.66,0.0,4.0,2025-03-31 08:20:22
30.515,76.659,0.0,50.0,2025-03-31 08:20:22
30.517,76.661,0.0,5.0,2025-03-31 08:20:32
30.519,76.66,0.0,4.0,2025-03-31 08:20:32
30.515,76.659,0.0,50.0,2025-03-31 08:20:32
30.517,76.661,0.0,5.0,2025-03-31 08:20:32
30.519,76.66,0.0,4.0,2025-03-31 08:20:33
30.515,76.659,0.0,50.0,2025-03-31 08:20:33
30.517,76.661,0.0,5.0,2025-03-31 08:20:42
30.519,76.66,0.0,4.0,2025-03-31 08:20:42
30.515,76.659,0.0,50.0,2025-03-31 08:20:42
30.517,76.661,0.0,5.0,2025-03-31 08:20:43
30.519,76.66,0.0,4.0,2025-03-31 08:20:43
30.515,76.659,0.0,50.0,2025-03-31 08:20:43
30.517,76.661,0.0,5.0,2025-03-31 08:20:52
30.519,76.66,0.0,4.0,2025-03-31 08:20:52
30.515,76.659,0.0,50.0,2025-03-31 08:20:52
30.517,76.661,0.0,5.0,2025-03-31 08:20:53
30.519,76.66,0.0,4.0,2025-03-31 08:20:53
30.515,76.659,0.0,50.0,2025-03-31 08:20:53
30.517,76.661,0.0,5.0,2025-03-31 08:21:02
30.519,76.66,0.0,4.0,2025-03-31 08:21:02
30.515,76.659,0.0,50.0,2025-03-31 08:21:02
30.517,76.661,0.0,5.0,2025-03-31 08:21:03
30.519,76.66,0.0,4.0,2025-03-31 08:21:03
30.515,76.659,0.0,50.0,2025-03-31 08:21:03
30.517,76.661,0.0,5.0,2025-03-31 08:21:12
30.519,76.66,0.0,4.0,2025-03-31 08:21:12
30.515,76.659,0.0,50.0,2025-03-31 08:21:12
30.517,76.661,0.0,5.0,2025-03-31 08:21:13
30.519,76.66,0.0,4.0,2025-03-31 08:21:13
30.515,76.659,0.0,50.0,2025-03-31 08:21:13
30.517,76.661,0.0,5.0,2025-03-31 08:21:22
30.519,76.66,0.0,4.0,2025-03-31 08:21:22
30.515,76.659,0.0,50.0,2025-03-31 08:21:22
30.517,76.661,0.0,5.0,2025-03-31 08:21:23
30.519,76.66,0.0,4.0,2025-03-31 08:21:23
30.515,76.659,0.0,50.0,2025-03-31 08:21:23
30.517,76.661,0.0,5.0,2025-03-31 08:21:32
30.519,76.66,0.0,4.0,2025-03-31 08:21:32
30.515,76.659,0.0,50.0,2025-03-31 08:21:32
30.517,76.661,0.0,5.0,2025-03-31 08:21:33
30.519,76.66,0.0,4.0,2025-03-31 08:21:33
30.515,76.659,0.0,50.0,2025-03-31 08:21:33
30.517,76.661,0.0,5.0,2025-03-31 08:21:42
30.519,76.66,0.0,4.0,2025-03-31 08:21:42
30.515,76.659,0.0,50.0,2025-03-31 08:21:42
30.517,76.661,0.0,5.0,2025-03-31 08:21:43
30.519,76.66,0.0,4.0,2025-03-31 08:21:43
30.515,76.659,0.0,50.0,2025-03-31 08:21:43
30.517,76.661,0.0,5.0,2025-03-31 08:21:52
30.519,76.66,0.0,4.0,2025-03-31 08:21:52
30.515,76.659,0.0,50.0,2025-03-31 08:21:52
30.517,76.661,0.0,5.0,2025-03-31 08:21:53
30.519,76.66,0.0,4.0,2025-03-31 08:21:53
30.515,76.659,0.0,50.0,2025-03-31 08:21:53
30.517,76.661,0.0,5.0,2025-03-31 08:22:02
30.519,76.66,0.0,4.0,2025-03-31 08:22:02
30.515,76.659,0.0,50.0,2025-03-31 08:22:02
30.517,76.661,0.0,5.0,2025-03-31 08:22:03
30.519,76.66,0.0,4.0,2025-03-31 08:22:03
30.515,76.659,0.0,50.0,2025-03-31 08:22:03
30.517,76.661,0.0,5.0,2025-03-31 08:22:12
30.519,76.66,0.0,4.0,2025-03-31 08:22:12
30.515,76.659,0.0,50.0,2025-03-31 08:22:12
30.517,76.661,0.0,5.0,2025-03-31 08:22:13
30.519,76.66,0.0,4.0,2025-03-31 08:22:13
30.515,76.659,0.0,50.0,2025-03-31 08:22:13
30.517,76.661,0.0,5.0,2025-03-31 08:22:22
30.519,76.66,0.0,4.0,2025-03-31 08:22:22
30.515,76.659,0.0,50.0,2025-03-31 08:22:22
30.517,76.661,0.0,5.0,2025-03-31 08:22:23
30.519,76.66,0.0,4.0,2025-03-31 08:22:23
30.515,76.659,0.0,50.0,2025-03-31 08:22:23
30.517,76.661,0.0,5.0,2025-03-31 08:22:32
30.519,76.66,0.0,4.0,2025-03-31 08:22:32
30.515,76.659,0.0,50.0,2025-03-31 08:22:32
30.517,76.661,0.0,5.0,2025-03-31 08:22:33
30.519,76.66,0.0,4.0,2025-03-31 08:22:33
30.515,76.659,0.0,50.0,2025-03-31 08:22:33
30.517,76.661,0.0,5.0,2025-03-31 08:22:43
30.519,76.66,0.0,4.0,2025-03-31 08:22:43
30.515,76.659,0.0,50.0,2025-03-31 08:22:43
30.517,76.661,0.0,5.0,2025-03-31 08:22:43
30.519,76.66,0.0,4.0,2025-03-31 08:22:43
30.515,76.659,0.0,50.0,2025-03-31 08:22:43
30.517,76.661,0.0,5.0,2025-03-31 08:22:53
30.519,76.66,0.0,4.0,2025-03-31 08:22:53
30.515,76.659,0.0,50.0,2025-03-31 08:22:53
30.517,76.661,0.0,5.0,2025-03-31 08:22:54
30.519,76.66,0.0,4.0,2025-03-31 08:22:54
30.515,76.659,0.0,50.0,2025-03-31 08:22:54
30.517,76.661,0.0,5.0,2025-03-31 08:23:03
30.519,76.66,0.0,4.0,2025-03-31 08:23:03
30.515,76.659,0.0,50.0,2025-03-31 08:23:03
30.517,76.661,0.0,5.0,2025-03-31 08:23:04
30.519,76.66,0.0,4.0,2025-03-31 08:23:04
30.515,76.659,0.0,50.0,2025-03-31 08:23:04
30.517,76.661,0.0,5.0,2025-03-31 08:23:13
30.519,76.66,0.0,4.0,2025-03-31 08:23:13
30.515,76.659,0.0,50.0,2025-03-31 08:23:13
30.517,76.661,0.0,5.0,2025-03-31 08:23:14
30.519,76.66,0.0,4.0,2025-03-31 08:23:14
30.515,76.659,0.0,50.0,2025-03-31 08:23:14
30.517,76.661,0.0,5.0,2025-03-31 08:23:23
30.519,76.66,0.0,4.0,2025-03-31 08:23:23
30.515,76.659,0.0,50.0,2025-03-31 08:23:23
30.517,76.661,0.0,5.0,2025-03-31 08:23:24
30.519,76.66,0.0,4.0,2025-03-31 08:23:24
30.515,76.659,0.0,50.0,2025-03-31 08:23:24
30.517,76.661,0.0,5.0,2025-03-31 08:23:33
30.519,76.66,0.0,4.0,2025-03-31 08:23:33
30.515,76.659,0.0,50.0,2025-03-31 08:23:33
30.517,76.661,0.0,5.0,2025-03-31 08:23:34
30.519,76.66,0.0,4.0,2025-03-31 08:23:34
30.515,76.659,0.0,50.0,2025-03-31 08:23:34
30.517,76.661,0.0,5.0,2025-03-31 08:23:43
30.519,76.66,0.0,4.0,2025-03-31 08:23:43
30.515,76.659,0.0,50.0,2025-03-31 08:23:43
30.517,76.661,0.0,5.0,2025-03-31 08:23:44
30.519,76.66,0.0,4.0,2025-03-31 08:23:44
30.515,76.659,0.0,50.0,2025-03-31 08:23:44
30.517,76.661,0.0,5.0,2025-03-31 08:23:53
30.519,76.66,0.0,4.0,2025-03-31 08:23:53
30.515,76.659,0.0,50.0,2025-03-31 08:23:53
30.517,76.661,0.0,5.0,2025-03-31 08:23:54
30.519,76.66,0.0,4.0,2025-03-31 08:23:54
30.515,76.659,0.0,50.0,2025-03-31 08:23:54
30.517,76.661,0.0,5.0,2025-03-31 08:24:03
30.519,76.66,0.0,4.0,2025-03-31 08:24:03
30.515,76.659,0.0,50.0,2025-03-31 08:24:03
30.517,76.661,0.0,5.0,2025-03-31 08:24:04
30.519,76.66,0.0,4.0,2025-03-31 08:24:04
30.515,76.659,0.0,50.0,2025-03-31 08:24:04
30.517,76.661,0.0,5.0,2025-03-31 08:24:13
30.519,76.66,0.0,4.0,2025-03-31 08:24:13
30.515,76.659,0.0,50.0,2025-03-31 08:24:13
30.517,76.661,0.0,5.0,2025-03-31 08:24:14
30.519,76.66,0.0,4.0,2025-03-31 08:24:14
30.515,76.659,0.0,50.0,2025-03-31 08:24:14
30.517,76.661,0.0,5.0,2025-03-31 08:24:23
30.519,76.66,0.0,4.0,2025-03-31 08:24:23
30.515,76.659,0.0,50.0,2025-03-31 08:24:23
30.517,76.661,0.0,5.0,2025-03-31 08:24:24
30.519,76.66,0.0,4.0,2025-03-31 08:24:24
30.515,76.659,0.0,50.0,2025-03-31 08:24:24
30.517,76.661,0.0,5.0,2025-03-31 08:24:33
30.519,76.66,0.0,4.0,2025-03-31 08:24:33
30.515,76.659,0.0,50.0,2025-03-31 08:24:34
30.517,76.661,0.0,5.0,2025-03-31 08:24:34
30.519,76.66,0.0,4.0,2025-03-31 08:24:34
30.515,76.659,0.0,50.0,2025-03-31 08:24:34
30.517,76.661,0.0,5.0,2025-03-31 08:24:44
30.519,76.66,0.0,4.0,2025-03-31 08:24:44
30.515,76.659,0.0,50.0,2025-03-31 08:24:44
30.517,76.661,0.0,5.0,2025-03-31 08:24:45
30.519,76.66,0.0,4.0,2025-03-31 08:24:45
30.515,76.659,0.0,50.0,2025-03-31 08:24:45
30.517,76.661,0.0,5.0,2025-03-31 08:24:54
30.519,76.66,0.0,4.0,2025-03-31 08:24:54
30.515,76.659,0.0,50.0,2025-03-31 08:24:54
30.517,76.661,0.0,5.0,2025-03-31 08:24:55
30.519,76.66,0.0,4.0,2025-03-31 08:24:55
30.515,76.659,0.0,50.0,2025-03-31 08:24:55
30.517,76.661,0.0,5.0,2025-03-31 08:25:04
30.519,76.66,0.0,4.0,2025-03-31 08:25:04
30.515,76.659,0.0,50.0,2025-03-31 08:25:04
30.517,76.661,0.0,5.0,2025-03-31 08:25:05
30.519,76.66,0.0,4.0,2025-03-31 08:25:05
30.515,76.659,0.0,50.0,2025-03-31 08:25:05
30.517,76.661,0.0,5.0,2025-03-31 08:25:14
30.519,76.66,0.0,4.0,2025-03-31 08:25:14
30.515,76.659,0.0,50.0,2025-03-31 08:25:14
30.517,76.661,0.0,5.0,2025-03-31 08:25:15
30.519,76.66,0.0,4.0,2025-03-31 08:25:15
30.515,76.659,0.0,50.0,2025-03-31 08:25:15
30.517,76.661,0.0,5.0,2025-03-31 08:25:24
30.519,76.66,0.0,4.0,2025-03-31 08:25:24
30.515,76.659,0.0,50.0,2025-03-31 08:25:24
30.517,76.661,0.0,5.0,2025-03-31 08:25:25
30.519,76.66,0.0,4.0,2025-03-31 08:25:25
30.515,76.659,0.0,50.0,2025-03-31 08:25:25
30.517,76.661,0.0,5.0,2025-03-31 08:25:34
30.519,76.66,0.0,4.0,2025-03-31 08:25:34
30.515,76.659,0.0,50.0,2025-03-31 08:25:34
30.517,76.661,0.0,5.0,2025-03-31 08:25:35
30.519,76.66,0.0,4.0,2025-03-31 08:25:35
30.515,76.659,0.0,50.0,2025-03-31 08:25:35
30.517,76.661,0.0,5.0,2025-03-31 08:25:44
30.519,76.66,0.0,4.0,2025-03-31 08:25:44
30.515,76.659,0.0,50.0,2025-03-31 08:25:44
30.517,76.661,0.0,5.0,2025-03-31 08:25:45
30.519,76.66,0.0,4.0,2025-03-31 08:25:45
30.515,76.659,0.0,50.0,2025-03-31 08:25:45
30.517,76.661,0.0,5.0,2025-03-31 08:25:54
30.519,76.66,0.0,4.0,2025-03-31 08:25:54
30.515,76.659,0.0,50.0,2025-03-31 08:25:54
30.517,76.661,0.0,5.0,2025-03-31 08:25:55
30.519,76.66,0.0,4.0,2025-03-31 08:25:55
30.515,76.659,0.0,50.0,2025-03-31 08:25:55
30.517,76.661,0.0,5.0,2025-03-31 08:26:04
